r1,r2,fhd
59,33,0.455
59,34,0.48
59,35,0.5325
59,36,0.4875
59,37,0.48
59,38,0.575
59,39,0.4875
59,40,0.47
59,41,0.4675
59,42,0.48
59,43,0.52
59,44,0.495
59,45,0.47
59,46,0.5075
59,47,0.4325
59,48,0.42
59,49,0.51
59,50,0.4875
59,51,0.535
59,52,0.4875
59,53,0.455
59,54,0.4825
59,55,0.495
59,56,0.4875
59,57,0.47
59,58,0.4725
59,59,0.0
59,60,0.5375
59,61,0.54
59,62,0.5225
59,63,0.53
59,64,0.4975
59,65,0.5125
59,66,0.455
59,67,0.48
59,68,0.4925
59,69,0.45
59,70,0.5025
59,71,0.4875
59,72,0.525
59,73,0.5275
59,74,0.47
59,75,0.5275
59,76,0.5075
59,77,0.5125
59,78,0.465
60,0,0.52
60,1,0.505
60,2,0.5225
60,3,0.505
60,4,0.5
60,5,0.4625
60,6,0.4875
60,7,0.5175
60,8,0.485
60,9,0.49
60,10,0.46
60,11,0.5
60,12,0.535
60,13,0.495
60,14,0.485
60,15,0.5425
60,16,0.5425
60,17,0.48
60,18,0.5025
60,19,0.58
60,20,0.47
60,21,0.505
60,22,0.545
60,23,0.46
60,24,0.4775
60,25,0.4625
60,26,0.4475
60,27,0.5625
60,28,0.4875
60,29,0.4625
60,30,0.5425
60,31,0.585
60,32,0.495
60,33,0.5375
60,34,0.4425
60,35,0.47
60,36,0.535
60,37,0.4725
60,38,0.5075
60,39,0.475
60,40,0.5625
60,41,0.495
60,42,0.5025
60,43,0.4875
60,44,0.5325
60,45,0.5475
60,46,0.51
60,47,0.495
60,48,0.4875
60,49,0.4975
60,50,0.49
60,51,0.5225
60,52,0.48
60,53,0.5175
60,54,0.485
60,55,0.5325
60,56,0.515
60,57,0.5475
60,58,0.55
60,59,0.5375
60,60,0.0
60,61,0.4925
60,62,0.56
60,63,0.5125
60,64,0.485
60,65,0.5
60,66,0.5275
60,67,0.5125
60,68,0.485
60,69,0.5475
60,70,0.59
60,71,0.49
60,72,0.5425
60,73,0.505
60,74,0.5625
60,75,0.435
60,76,0.55
60,77,0.545
60,78,0.4975
61,0,0.4625
61,1,0.5425
61,2,0.545
61,3,0.5025
61,4,0.5025
61,5,0.47
61,6,0.495
61,7,0.485
61,8,0.5175
61,9,0.4625
61,10,0.5275
61,11,0.4825
61,12,0.4975
61,13,0.4675
61,14,0.4925
61,15,0.525
61,16,0.48
61,17,0.4425
61,18,0.5
61,19,0.4475
61,20,0.4925
61,21,0.4825
61,22,0.5025
61,23,0.4725
61,24,0.465
61,25,0.51
61,26,0.52
61,27,0.53
61,28,0.465
61,29,0.535
61,30,0.495
61,31,0.4875
61,32,0.5775
61,33,0.505
61,34,0.54
61,35,0.4575
61,36,0.5425
61,37,0.52
61,38,0.54
61,39,0.4625
61,40,0.51
61,41,0.5375
61,42,0.49
61,43,0.465
61,44,0.52
61,45,0.555
61,46,0.4975
61,47,0.5675
61,48,0.53
61,49,0.485
61,50,0.5225
61,51,0.48
61,52,0.5025
61,53,0.51
61,54,0.5075
61,55,0.495
61,56,0.5125
61,57,0.48
61,58,0.5375
61,59,0.54
61,60,0.4925
61,61,0.0
61,62,0.5275
61,63,0.55
61,64,0.4975
61,65,0.4375
61,66,0.52
61,67,0.52
61,68,0.5075
61,69,0.56
61,70,0.4675
61,71,0.4925
61,72,0.455
61,73,0.5625
61,74,0.53
61,75,0.4775
61,76,0.4925
61,77,0.4775
61,78,0.535
62,0,0.495
62,1,0.495
62,2,0.4575
62,3,0.54
62,4,0.52
62,5,0.5325
62,6,0.4475
62,7,0.4925
62,8,0.44
62,9,0.53
62,10,0.47
62,11,0.515
62,12,0.46
62,13,0.52
62,14,0.545
62,15,0.5175
62,16,0.5125
62,17,0.49
62,18,0.5125
62,19,0.565
62,20,0.46
62,21,0.53
62,22,0.51
62,23,0.545
62,24,0.5275
62,25,0.5125
62,26,0.4975
62,27,0.5275
62,28,0.4475
62,29,0.5275
62,30,0.4825
62,31,0.485
62,32,0.505
62,33,0.5575
62,34,0.4875
62,35,0.48
62,36,0.405
62,37,0.5025
62,38,0.5075
62,39,0.51
62,40,0.5275
62,41,0.52
62,42,0.4725
62,43,0.4475
62,44,0.4475
62,45,0.4875
62,46,0.47
62,47,0.48
62,48,0.5075
62,49,0.5475
62,50,0.51
62,51,0.4775
62,52,0.48
62,53,0.5425
62,54,0.525
62,55,0.5625
62,56,0.485
62,57,0.4575
62,58,0.445
62,59,0.5225
62,60,0.56
62,61,0.5275
62,62,0.0
62,63,0.5075
62,64,0.51
62,65,0.465
62,66,0.5025
62,67,0.4925
62,68,0.475
62,69,0.4775
62,70,0.525
62,71,0.5
62,72,0.5575
62,73,0.45
62,74,0.4825
62,75,0.55
62,76,0.535
62,77,0.495
62,78,0.4725
63,0,0.5525
63,1,0.5225
63,2,0.49
63,3,0.4275
63,4,0.5375
63,5,0.49
63,6,0.535
63,7,0.565
63,8,0.5325
63,9,0.5025
63,10,0.4975
63,11,0.4625
63,12,0.5125
63,13,0.5125
63,14,0.4925
63,15,0.455
63,16,0.49
63,17,0.5225
63,18,0.49
63,19,0.4725
63,20,0.4575
63,21,0.4925
63,22,0.5175
63,23,0.4725
63,24,0.525
63,25,0.47
63,26,0.525
63,27,0.455
63,28,0.475
63,29,0.495
63,30,0.515
63,31,0.5125
63,32,0.5125
63,33,0.535
63,34,0.455
63,35,0.5125
63,36,0.4625
63,37,0.545
63,38,0.505
63,39,0.4725
63,40,0.47
63,41,0.5525
63,42,0.505
63,43,0.475
63,44,0.535
63,45,0.52
63,46,0.5075
63,47,0.4975
63,48,0.505
63,49,0.5
63,50,0.4875
63,51,0.525
63,52,0.5075
63,53,0.48
63,54,0.5125
63,55,0.46
63,56,0.4875
63,57,0.465
63,58,0.4875
63,59,0.53
63,60,0.5125
63,61,0.55
63,62,0.5075
63,63,0.0
63,64,0.5125
63,65,0.5325
63,66,0.45
63,67,0.47
63,68,0.5225
63,69,0.5
63,70,0.5175
63,71,0.5425
63,72,0.46
63,73,0.5225
63,74,0.495
63,75,0.5075
63,76,0.5025
63,77,0.5325
63,78,0.5
64,0,0.56
64,1,0.485
64,2,0.4225
64,3,0.435
64,4,0.53
64,5,0.5075
64,6,0.4925
64,7,0.5175
64,8,0.535
64,9,0.505
64,10,0.495
64,11,0.49
64,12,0.53
64,13,0.49
64,14,0.52
64,15,0.5125
64,16,0.4875
64,17,0.51
64,18,0.5125
64,19,0.49
64,20,0.485
64,21,0.49
64,22,0.535
64,23,0.48
64,24,0.5325
64,25,0.5375
64,26,0.4625
64,27,0.4975
64,28,0.4975
64,29,0.4725
64,30,0.5225
64,31,0.49
64,32,0.48
64,33,0.4925
64,34,0.4775
64,35,0.52
64,36,0.505
64,37,0.4975
64,38,0.4875
64,39,0.515
64,40,0.4825
64,41,0.51
64,42,0.4925
64,43,0.4975
64,44,0.5075
64,45,0.4725
64,46,0.5
64,47,0.535
64,48,0.4575
64,49,0.5475
64,50,0.485
64,51,0.5425
64,52,0.52
64,53,0.4925
64,54,0.495
64,55,0.4975
64,56,0.525
64,57,0.5475
64,58,0.49
64,59,0.4975
64,60,0.485
64,61,0.4975
64,62,0.51
64,63,0.5125
64,64,0.0
64,65,0.51
64,66,0.5025
64,67,0.4875
64,68,0.49
64,69,0.4575
64,70,0.525
64,71,0.51
64,72,0.5025
64,73,0.51
64,74,0.4925
64,75,0.48
64,76,0.455
64,77,0.505
64,78,0.4725
65,0,0.43
65,1,0.495
65,2,0.5275
65,3,0.48
65,4,0.48
65,5,0.5075
65,6,0.4725
65,7,0.5025
65,8,0.54
65,9,0.515
65,10,0.45
65,11,0.495
65,12,0.475
65,13,0.525
65,14,0.515
65,15,0.4825
65,16,0.4675
65,17,0.495
65,18,0.5375
65,19,0.535
65,20,0.5
65,21,0.475
65,22,0.485
65,23,0.485
65,24,0.4875
65,25,0.4775
65,26,0.4975
65,27,0.5225
65,28,0.4625
65,29,0.5125
65,30,0.5425
65,31,0.475
65,32,0.475
65,33,0.5225
65,34,0.5375
65,35,0.445
65,36,0.535
65,37,0.4925
65,38,0.4825
65,39,0.48
65,40,0.5425
65,41,0.56
65,42,0.4675
65,43,0.4625
65,44,0.5175
65,45,0.5475
65,46,0.525
65,47,0.495
65,48,0.4775
65,49,0.5275
65,50,0.455
65,51,0.4675
65,52,0.495
65,53,0.4975
65,54,0.52
65,55,0.4975
65,56,0.51
65,57,0.4925
65,58,0.52
65,59,0.5125
65,60,0.5
65,61,0.4375
65,62,0.465
65,63,0.5325
65,64,0.51
65,65,0.0
65,66,0.4875
65,67,0.5625
65,68,0.475
65,69,0.5075
65,70,0.49
65,71,0.52
65,72,0.5125
65,73,0.485
65,74,0.5225
65,75,0.475
65,76,0.485
65,77,0.485
65,78,0.5175
66,0,0.4725
66,1,0.4975
66,2,0.505
66,3,0.5025
66,4,0.5125
66,5,0.495
66,6,0.485
66,7,0.47
66,8,0.4875
66,9,0.5525
66,10,0.5125
66,11,0.5325
66,12,0.5025
66,13,0.5625
66,14,0.4925
66,15,0.5
66,16,0.475
66,17,0.4725
66,18,0.51
66,19,0.5325
66,20,0.4275
66,21,0.5075
66,22,0.5125
66,23,0.5125
66,24,0.515
66,25,0.54
66,26,0.595
66,27,0.47
66,28,0.53
66,29,0.52
66,30,0.56
66,31,0.5375
66,32,0.5025
66,33,0.52
66,34,0.52
66,35,0.5125
66,36,0.4625
66,37,0.535
66,38,0.515
66,39,0.4925
66,40,0.475
66,41,0.5125
66,42,0.54
66,43,0.53
66,44,0.505
66,45,0.485
66,46,0.4875
66,47,0.4775
66,48,0.51
66,49,0.5
66,50,0.4825
66,51,0.505
66,52,0.5425
66,53,0.47
66,54,0.4825
66,55,0.505
66,56,0.5175
66,57,0.45
66,58,0.5175
66,59,0.455
66,60,0.5275
66,61,0.52
66,62,0.5025
66,63,0.45
66,64,0.5025
66,65,0.4875
66,66,0.0
66,67,0.54
66,68,0.5075
66,69,0.5
66,70,0.4875
66,71,0.5375
66,72,0.51
66,73,0.5225
66,74,0.44
66,75,0.5125
66,76,0.4875
66,77,0.5175
66,78,0.545
67,0,0.4975
67,1,0.5125
67,2,0.49
67,3,0.5175
67,4,0.5225
67,5,0.515
67,6,0.555
67,7,0.555
67,8,0.4525
67,9,0.4475
67,10,0.5225
67,11,0.5075
67,12,0.4875
67,13,0.4675
67,14,0.5275
67,15,0.55
67,16,0.515
67,17,0.4725
67,18,0.48
67,19,0.5525
67,20,0.5225
67,21,0.4875
67,22,0.4575
67,23,0.4925
67,24,0.515
67,25,0.44
67,26,0.48
67,27,0.535
67,28,0.49
67,29,0.505
67,30,0.5
67,31,0.5275
67,32,0.5575
67,33,0.515
67,34,0.525
67,35,0.4925
67,36,0.5025
67,37,0.49
67,38,0.46
67,39,0.5325
67,40,0.55
67,41,0.4825
67,42,0.55
67,43,0.49
67,44,0.53
67,45,0.49
67,46,0.4475
67,47,0.5275
67,48,0.475
67,49,0.46
67,50,0.4725
67,51,0.52
67,52,0.5175
67,53,0.505
67,54,0.5275
67,55,0.47
67,56,0.5125
67,57,0.5
67,58,0.4925
67,59,0.48
67,60,0.5125
67,61,0.52
67,62,0.4925
67,63,0.47
67,64,0.4875
67,65,0.5625
67,66,0.54
67,67,0.0
67,68,0.5275
67,69,0.535
67,70,0.4325
67,71,0.4725
67,72,0.45
67,73,0.5275
67,74,0.54
67,75,0.5275
67,76,0.5125
67,77,0.5375
67,78,0.54
68,0,0.47
68,1,0.47
68,2,0.5175
68,3,0.55
68,4,0.49
68,5,0.4875
68,6,0.5625
68,7,0.4675
68,8,0.46
68,9,0.5
68,10,0.545
68,11,0.495
68,12,0.545
68,13,0.51
68,14,0.495
68,15,0.4875
68,16,0.4825
68,17,0.535
68,18,0.4925
68,19,0.47
68,20,0.515
68,21,0.51
68,22,0.495
68,23,0.405
68,24,0.4775
68,25,0.5275
68,26,0.5075
68,27,0.5075
68,28,0.4725
68,29,0.4875
68,30,0.4325
68,31,0.53
68,32,0.44
68,33,0.5225
68,34,0.4775
68,35,0.475
68,36,0.535
68,37,0.5225
68,38,0.4525
68,39,0.515
68,40,0.4875
68,41,0.54
68,42,0.4975
68,43,0.4725
68,44,0.5025
68,45,0.4625
68,46,0.415
68,47,0.515
68,48,0.5175
68,49,0.5075
68,50,0.47
68,51,0.4725
68,52,0.435
68,53,0.5075
68,54,0.48
68,55,0.5025
68,56,0.55
68,57,0.4825
68,58,0.475
68,59,0.4925
68,60,0.485
68,61,0.5075
68,62,0.475
68,63,0.5225
68,64,0.49
68,65,0.475
68,66,0.5075
68,67,0.5275
68,68,0.0
68,69,0.5325
68,70,0.51
68,71,0.485
68,72,0.5225
68,73,0.495
68,74,0.4575
68,75,0.425
68,76,0.45
68,77,0.525
68,78,0.4675
69,0,0.5325
69,1,0.5125
69,2,0.47
69,3,0.4475
69,4,0.4475
69,5,0.55
69,6,0.43
69,7,0.475
69,8,0.5275
69,9,0.4875
69,10,0.4775
69,11,0.5075
69,12,0.4475
69,13,0.5675
69,14,0.5075
69,15,0.475
69,16,0.515
69,17,0.4625
69,18,0.51
69,19,0.5275
69,20,0.5325
69,21,0.5175
69,22,0.4625
69,23,0.4925
69,24,0.535
69,25,0.49
69,26,0.49
69,27,0.485
69,28,0.525
69,29,0.48
69,30,0.515
69,31,0.4875
69,32,0.4425
69,33,0.465
69,34,0.465
69,35,0.5375
69,36,0.5225
69,37,0.51
69,38,0.53
69,39,0.5325
69,40,0.445
69,41,0.5125
69,42,0.49
69,43,0.525
69,44,0.51
69,45,0.515
69,46,0.5075
69,47,0.4575
69,48,0.49
69,49,0.46
69,50,0.4725
69,51,0.55
69,52,0.4625
69,53,0.435
69,54,0.5225
69,55,0.48
69,56,0.4375
69,57,0.505
69,58,0.4925
69,59,0.45
69,60,0.5475
69,61,0.56
69,62,0.4775
69,63,0.5
69,64,0.4575
69,65,0.5075
69,66,0.5
69,67,0.535
69,68,0.5325
69,69,0.0
69,70,0.4775
69,71,0.4875
69,72,0.52
69,73,0.4375
69,74,0.52
69,75,0.5125
69,76,0.4575
69,77,0.5025
69,78,0.505
70,0,0.47
70,1,0.47
70,2,0.5625
70,3,0.5
70,4,0.455
70,5,0.4975
70,6,0.4875
70,7,0.5375
70,8,0.48
70,9,0.47
70,10,0.505
70,11,0.495
70,12,0.515
70,13,0.505
70,14,0.495
70,15,0.4625
70,16,0.4725
70,17,0.485
70,18,0.5075
70,19,0.485
70,20,0.435
70,21,0.45
70,22,0.455
70,23,0.535
70,24,0.5275
70,25,0.4425
70,26,0.5725
70,27,0.4925
70,28,0.4925
70,29,0.5375
70,30,0.4775
70,31,0.495
70,32,0.47
70,33,0.4425
70,34,0.5175
70,35,0.49
70,36,0.525
70,37,0.5175
70,38,0.4625
70,39,0.48
70,40,0.4225
70,41,0.535
70,42,0.5225
70,43,0.4925
70,44,0.4825
70,45,0.5325
70,46,0.495
70,47,0.475
70,48,0.5075
70,49,0.4675
70,50,0.485
70,51,0.5075
70,52,0.49
70,53,0.4125
70,54,0.45
70,55,0.4525
70,56,0.45
70,57,0.5325
70,58,0.475
70,59,0.5025
70,60,0.59
70,61,0.4675
70,62,0.525
70,63,0.5175
70,64,0.525
70,65,0.49
70,66,0.4875
70,67,0.4325
70,68,0.51
70,69,0.4775
70,70,0.0
70,71,0.52
70,72,0.4325
70,73,0.53
70,74,0.5675
70,75,0.565
70,76,0.505
70,77,0.46
70,78,0.5575
71,0,0.485
71,1,0.54
71,2,0.5025
71,3,0.52
71,4,0.55
71,5,0.4875
71,6,0.4825
71,7,0.4375
71,8,0.51
71,9,0.44
71,10,0.53
71,11,0.55
71,12,0.495
71,13,0.45
71,14,0.51
71,15,0.5675
71,16,0.5125
71,17,0.545
71,18,0.5275
71,19,0.49
71,20,0.475
71,21,0.525
71,22,0.475
71,23,0.475
71,24,0.5475
71,25,0.5275
71,26,0.4525
71,27,0.5075
71,28,0.5025
71,29,0.5225
71,30,0.4525
71,31,0.525
71,32,0.5
71,33,0.4975
71,34,0.5175
71,35,0.535
71,36,0.52
71,37,0.5625
71,38,0.5525
71,39,0.555
71,40,0.5475
71,41,0.445
71,42,0.4925
71,43,0.5025
71,44,0.5075
71,45,0.5125
71,46,0.455
71,47,0.525
71,48,0.4825
71,49,0.4725
71,50,0.485
71,51,0.4375
71,52,0.5
71,53,0.4875
71,54,0.495
71,55,0.5175
71,56,0.465
71,57,0.4775
71,58,0.51
71,59,0.4875
71,60,0.49
71,61,0.4925
71,62,0.5
71,63,0.5425
71,64,0.51
71,65,0.52
71,66,0.5375
71,67,0.4725
71,68,0.485
71,69,0.4875
71,70,0.52
71,71,0.0
71,72,0.4575
71,73,0.49
71,74,0.4325
71,75,0.475
71,76,0.49
71,77,0.52
71,78,0.4625
72,0,0.4925
72,1,0.5375
72,2,0.54
72,3,0.4675
72,4,0.4775
72,5,0.455
72,6,0.5
72,7,0.51
72,8,0.5125
72,9,0.4725
72,10,0.5225
72,11,0.5075
72,12,0.5025
72,13,0.5175
72,14,0.5075
72,15,0.535
72,16,0.47
72,17,0.4675
72,18,0.48
72,19,0.4725
72,20,0.4525
72,21,0.4475
72,22,0.4525
72,23,0.5125
72,24,0.48
72,25,0.475
72,26,0.505
72,27,0.505
72,28,0.515
72,29,0.495
72,30,0.53
72,31,0.5275
72,32,0.5025
72,33,0.51
72,34,0.495
72,35,0.5175
72,36,0.5125
72,37,0.51
72,38,0.475
72,39,0.5425
72,40,0.505
72,41,0.5025
72,42,0.525
72,43,0.515
72,44,0.55
72,45,0.49
72,46,0.4425
72,47,0.5025
72,48,0.485
72,49,0.48
72,50,0.5425
72,51,0.545
72,52,0.5075
72,53,0.47
72,54,0.4975
72,55,0.445
72,56,0.4575
72,57,0.47
72,58,0.5125
72,59,0.525
72,60,0.5425
72,61,0.455
72,62,0.5575
72,63,0.46
72,64,0.5025
72,65,0.5125
72,66,0.51
72,67,0.45
72,68,0.5225
72,69,0.52
72,70,0.4325
72,71,0.4575
72,72,0.0
72,73,0.5225
72,74,0.51
72,75,0.4875
72,76,0.4825
72,77,0.5325
72,78,0.51
73,0,0.51
73,1,0.495
73,2,0.4675
73,3,0.52
73,4,0.48
73,5,0.5775
73,6,0.4425
73,7,0.5225
73,8,0.545
73,9,0.505
73,10,0.415
73,11,0.54
73,12,0.495
73,13,0.535
73,14,0.505
73,15,0.4975
73,16,0.4825
73,17,0.565
73,18,0.4725
73,19,0.465
73,20,0.51
73,21,0.595
73,22,0.47
73,23,0.49
73,24,0.4925
73,25,0.5375
73,26,0.5125
73,27,0.4625
73,28,0.5175
73,29,0.4675
73,30,0.4825
73,31,0.465
73,32,0.5
73,33,0.5325
73,34,0.4725
73,35,0.475
73,36,0.51
73,37,0.5175
73,38,0.4975
73,39,0.52
73,40,0.4925
73,41,0.53
73,42,0.5325
73,43,0.5175
73,44,0.5025
73,45,0.4675
73,46,0.47
73,47,0.485
73,48,0.4775
73,49,0.5025
73,50,0.485
73,51,0.5375
73,52,0.475
73,53,0.5575
73,54,0.5
73,55,0.5075
73,56,0.5
73,57,0.5175
73,58,0.45
73,59,0.5275
73,60,0.505
73,61,0.5625
73,62,0.45
73,63,0.5225
73,64,0.51
73,65,0.485
73,66,0.5225
73,67,0.5275
73,68,0.495
73,69,0.4375
73,70,0.53
73,71,0.49
73,72,0.5225
73,73,0.0
73,74,0.4475
73,75,0.52
73,76,0.505
73,77,0.5
73,78,0.5025
74,0,0.5125
74,1,0.4925
74,2,0.485
74,3,0.4325
74,4,0.5475
74,5,0.52
74,6,0.52
74,7,0.485
74,8,0.5325
74,9,0.5175
74,10,0.4575
74,11,0.5075
74,12,0.5025
74,13,0.4475
74,14,0.5375
74,15,0.485
74,16,0.48
74,17,0.5375
74,18,0.495
74,19,0.4725
74,20,0.4975
74,21,0.5325
74,22,0.5025
74,23,0.5275
74,24,0.555
74,25,0.51
74,26,0.47
74,27,0.475
74,28,0.525
74,29,0.5
74,30,0.43
74,31,0.5225
74,32,0.4875
74,33,0.52
74,34,0.53
74,35,0.4925
74,36,0.4775
74,37,0.565
74,38,0.535
74,39,0.5325
74,40,0.51
74,41,0.4975
74,42,0.475
74,43,0.525
74,44,0.43
74,45,0.445
74,46,0.5175
74,47,0.4575
74,48,0.555
74,49,0.485
74,50,0.4975
74,51,0.48
74,52,0.5575
74,53,0.49
74,54,0.5175
74,55,0.55
74,56,0.4975
74,57,0.445
74,58,0.5025
74,59,0.47
74,60,0.5625
74,61,0.53
74,62,0.4825
74,63,0.495
74,64,0.4925
74,65,0.5225
74,66,0.44
74,67,0.54
74,68,0.4575
74,69,0.52
74,70,0.5675
74,71,0.4325
74,72,0.51
74,73,0.4475
74,74,0.0
74,75,0.4575
74,76,0.5375
74,77,0.4775
74,78,0.52
75,0,0.485
75,1,0.45
75,2,0.5325
75,3,0.44
75,4,0.52
75,5,0.4625
75,6,0.5325
75,7,0.4575
75,8,0.56
75,9,0.5
75,10,0.5
75,11,0.48
75,12,0.545
75,13,0.48
75,14,0.495
75,15,0.5075
75,16,0.5075
75,17,0.475
75,18,0.5075
75,19,0.51
75,20,0.505
75,21,0.515
75,22,0.495
75,23,0.45
75,24,0.4875
75,25,0.4975
75,26,0.4475
75,27,0.5175
75,28,0.4925
75,29,0.5175
75,30,0.4925
75,31,0.52
75,32,0.485
75,33,0.4875
75,34,0.5175
75,35,0.51
75,36,0.465
75,37,0.4825
75,38,0.4875
75,39,0.515
75,40,0.5525
75,41,0.5
75,42,0.4725
75,43,0.4925
75,44,0.5425
75,45,0.4875
75,46,0.48
75,47,0.535
75,48,0.5125
75,49,0.5475
75,50,0.535
75,51,0.5325
75,52,0.5
75,53,0.5075
75,54,0.495
75,55,0.5375
75,56,0.505
75,57,0.5025
75,58,0.525
75,59,0.5275
75,60,0.435
75,61,0.4775
75,62,0.55
75,63,0.5075
75,64,0.48
75,65,0.475
75,66,0.5125
75,67,0.5275
75,68,0.425
75,69,0.5125
75,70,0.565
75,71,0.475
75,72,0.4875
75,73,0.52
75,74,0.4575
75,75,0.0
75,76,0.55
75,77,0.48
75,78,0.4725
76,0,0.44
76,1,0.47
76,2,0.4125
76,3,0.475
76,4,0.5
76,5,0.5225
76,6,0.5125
76,7,0.4875
76,8,0.48
76,9,0.5
76,10,0.515
76,11,0.48
76,12,0.53
76,13,0.52
76,14,0.51
76,15,0.5125
76,16,0.4575
76,17,0.485
76,18,0.4975
76,19,0.455
76,20,0.5
76,21,0.515
76,22,0.54
76,23,0.505
76,24,0.4725
76,25,0.5275
76,26,0.5325
76,27,0.4675
76,28,0.4675
76,29,0.4775
76,30,0.5625
76,31,0.495
76,32,0.435
76,33,0.4425
76,34,0.5025
76,35,0.49
76,36,0.51
76,37,0.4975
76,38,0.4825
76,39,0.465
76,40,0.4575
76,41,0.525
76,42,0.5175
76,43,0.4675
76,44,0.5425
76,45,0.4925
76,46,0.525
76,47,0.54
76,48,0.5175
76,49,0.5175
76,50,0.48
76,51,0.4625
76,52,0.475
76,53,0.5075
76,54,0.5
76,55,0.4925
76,56,0.505
76,57,0.5125
76,58,0.485
76,59,0.5075
76,60,0.55
76,61,0.4925
76,62,0.535
76,63,0.5025
76,64,0.455
76,65,0.485
76,66,0.4875
76,67,0.5125
76,68,0.45
76,69,0.4575
76,70,0.505
76,71,0.49
76,72,0.4825
76,73,0.505
76,74,0.5375
76,75,0.55
76,76,0.0
76,77,0.54
76,78,0.5275
77,0,0.515
77,1,0.525
77,2,0.4925
77,3,0.425
77,4,0.5
77,5,0.5325
77,6,0.5025
77,7,0.4475
77,8,0.565
77,9,0.495
77,10,0.465
77,11,0.495
77,12,0.515
77,13,0.49
77,14,0.485
77,15,0.5225
77,16,0.5225
77,17,0.45
77,18,0.5275
77,19,0.485
77,20,0.5
77,21,0.48
77,22,0.545
77,23,0.495
77,24,0.4825
77,25,0.5125
77,26,0.4875
77,27,0.4925
77,28,0.4725
77,29,0.4975
77,30,0.4775
77,31,0.475
77,32,0.49
77,33,0.4975
77,34,0.5325
77,35,0.485
77,36,0.495
77,37,0.4875
77,38,0.5175
77,39,0.485
77,40,0.4925
77,41,0.5
77,42,0.4725
77,43,0.4725
77,44,0.4725
77,45,0.5675
77,46,0.56
77,47,0.515
77,48,0.4725
77,49,0.4875
77,50,0.53
77,51,0.4975
77,52,0.53
77,53,0.5175
77,54,0.495
77,55,0.4675
77,56,0.46
77,57,0.5425
77,58,0.47
77,59,0.5125
77,60,0.545
77,61,0.4775
77,62,0.495
77,63,0.5325
77,64,0.505
77,65,0.485
77,66,0.5175
77,67,0.5375
77,68,0.525
77,69,0.5025
77,70,0.46
77,71,0.52
77,72,0.5325
77,73,0.5
77,74,0.4775
77,75,0.48
77,76,0.54
77,77,0.0
77,78,0.5325
78,0,0.4775
78,1,0.4775
78,2,0.51
78,3,0.5225
78,4,0.5175
78,5,0.5
78,6,0.48
78,7,0.485
78,8,0.4775
78,9,0.5125
78,10,0.4925
78,11,0.4875
78,12,0.4575
78,13,0.5275
78,14,0.5525
78,15,0.47
78,16,0.535
78,17,0.4775
78,18,0.52
78,19,0.4625
78,20,0.4675
78,21,0.5425
78,22,0.4925
78,23,0.4875
78,24,0.485
78,25,0.555
78,26,0.51
78,27,0.555
78,28,0.47
78,29,0.48
78,30,0.45
78,31,0.4825
78,32,0.5075
78,33,0.48
78,34,0.49
78,35,0.5125
78,36,0.4825
78,37,0.49
78,38,0.545
78,39,0.4725
78,40,0.45
78,41,0.4775
78,42,0.475
78,43,0.47
78,44,0.515
78,45,0.49
78,46,0.4825
78,47,0.4925
78,48,0.455
78,49,0.505
78,50,0.4725
78,51,0.505
78,52,0.5175
78,53,0.485
78,54,0.4425
78,55,0.495
78,56,0.4725
78,57,0.505
78,58,0.4875
78,59,0.465
78,60,0.4975
78,61,0.535
78,62,0.4725
78,63,0.5
78,64,0.4725
78,65,0.5175
78,66,0.545
78,67,0.54
78,68,0.4675
78,69,0.505
78,70,0.5575
78,71,0.4625
78,72,0.51
78,73,0.5025
78,74,0.52
78,75,0.4725
78,76,0.5275
78,77,0.5325
78,78,0.0
